time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone
0,29.43,00,0,0,0,0,
0.05,29.43,00,0,0,0,0,
0.1,29.43,00,0,0,0,0,
0.15,29.43,00,0,0,0,0,
0.2,29.43,00,0,0,0,0,
0.25,29.43,00,0,0,0,0,
0.3,29.43,00,0,0,0,0,
0.35,29.43,00,0,0,0,0,
0.4,29.43,00,0,0,0,0,
0.45,29.43,00,0,0,0,0,
0.5,29.43,00,0,0,0,0,
0.55,29.43,00,0,0,0,0,
0.6,29.43,00,0,0,0,0,
0.65,29.43,00,0,0,0,0,
0.7,29.43,00,0,0,0,0,
0.75,29.43,00,0,0,0,0,
0.8,29.43,00,0,0,0,0,
