time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone,x_cargo,y_cargo,xdot_cargo,ydot_cargo
0.49,55,-10,0.0589798,1.29134,-4.9,0.368102,1.22821,0.00528738,-0.0827792,0.0212091,-0.41193
0.5,55,-10,0.0627388,1.30405,-5,0.383755,1.3122,0.00549945,-0.0873885,0.0212042,-0.509923
0.51,55,-10,0.0666559,1.31759,-5.1,0.399709,1.39609,0.00571146,-0.0929775,0.0211983,-0.607866
0.52,55,-10,0.070734,1.33197,-5.2,0.415963,1.47986,0.00592341,-0.0995456,0.0211913,-0.70575
0.53,55,-10,0.0749761,1.34718,-5.3,0.432514,1.56353,0.00613529,-0.107092,0.0211833,-0.803565
0.54,55,-10,0.0793853,1.36324,-5.4,0.449364,1.64707,0.00634708,-0.115617,0.0211743,-0.901301
0.55,55,-10,0.0839644,1.38013,-5.5,0.454334,1.49374,0.00655877,-0.125118,0.0394266,-0.643818
0.56,55,-10,0.088158,1.3871,-5.6,0.395794,0.121336,0.00760896,-0.119471,0.153607,1.44255
0.57,55,-10,0.0921215,1.38716,-5.7,0.405373,0.0483796,0.00927048,-0.103184,0.166083,1.57901
0.58,55,-10,0.0962665,1.38807,-5.8,0.423682,0.132678,0.0109307,-0.0878901,0.165956,1.47974
0.59,55,-10,0.100596,1.38981,-5.9,0.442301,0.216929,0.0125896,-0.0735885,0.165836,1.38061
0.6,55,-10,0.105114,1.3924,-6,0.461227,0.301129,0.0142474,-0.0602775,0.165725,1.28161
0.61,55,-10,0.109822,1.39584,-6.1,0.480458,0.385275,0.0159041,-0.0479558,0.165622,1.18275
0.62,55,-10,0.114724,1.40011,-6.2,0.499992,0.46936,0.0175599,-0.0366222,0.165527,1.084
0.63,55,-10,0.119823,1.40522,-6.3,0.519829,0.55338,0.0192147,-0.0262755,0.16544,0.985356
0.64,55,-10,0.125121,1.41118,-6.4,0.539965,0.637331,0.0208687,-0.0169147,0.165362,0.886811
0.65,55,-10,0.130623,1.41797,-6.5,0.560399,0.721205,0.022522,-0.00853896,0.165291,0.788353
0.66,55,-10,0.13633,1.4256,-6.6,0.581131,0.804999,0.0241746,-0.00114739,0.165229,0.689973
0.67,55,-10,0.142247,1.43407,-6.7,0.602158,0.888707,0.0258266,0.00526072,0.165174,0.59166
0.68,55,-10,0.148374,1.44337,-6.8,0.623479,0.972324,0.0274781,0.010686,0.165127,0.493406
0.69,55,-10,0.154717,1.45352,-6.9,0.645092,1.05584,0.0291292,0.015129,0.165088,0.3952
0.7,55,-10,0.161277,1.46449,-7,0.666996,1.13926,0.0307799,0.0185901,0.165056,0.297034
0.71,55,-10,0.168058,1.4763,-7.1,0.68919,1.22257,0.0324303,0.0210698,0.165032,0.198896
0.72,55,-10,0.175062,1.48894,-7.2,0.711671,1.30577,0.0340805,0.0225681,0.165013,0.100779
0.73,55,-10,0.182292,1.50242,-7.3,0.734439,1.38885,0.0357306,0.0230854,0.164999,0.00267469
0.74,55,-10,0.189752,1.51672,-7.4,0.748765,1.38623,0.0373805,0.0226217,0.178075,0.032942
0.75,55,-10,0.196907,1.52664,-7.5,0.690493,0.677998,0.0398349,0.0289931,0.300601,1.12178
0.76,55,-10,0.203751,1.53213,-7.6,0.690866,0.538731,0.0431094,0.042275,0.335645,1.35686
0.77,55,-10,0.210781,1.53794,-7.7,0.715058,0.622156,0.0464647,0.0553486,0.335418,1.25788
0.78,55,-10,0.218054,1.54458,-7.8,0.739542,0.705497,0.0498178,0.067433,0.335208,1.15902
0.79,55,-10,0.225573,1.55205,-7.9,0.764316,0.788748,0.0531689,0.0785294,0.335014,1.06028
0.8,55,-10,0.233341,1.56035,-8,0.789378,0.871905,0.0565181,0.0886389,0.334835,0.961639
0.81,55,-10,0.241361,1.56948,-8.1,0.814726,0.954961,0.0598656,0.0977625,0.334673,0.863095
0.82,55,-10,0.249636,1.57945,-8.2,0.840359,1.03791,0.0632116,0.105901,0.334525,0.764637
0.83,55,-10,0.258169,1.59024,-8.3,0.866275,1.12075,0.0665562,0.113055,0.334393,0.666254
0.84,55,-10,0.266963,1.60186,-8.4,0.892471,1.20348,0.0698995,0.119226,0.334276,0.567937
0.85,55,-10,0.275996,1.61414,-8.5,0.901718,1.15906,0.0732772,0.124678,0.36002,0.660224
0.86,55,-10,0.284762,1.62334,-8.6,0.863307,0.766654,0.0774537,0.134995,0.457728,1.27434
0.87,55,-10,0.293465,1.63094,-8.7,0.883953,0.802192,0.0821282,0.147953,0.467291,1.24631
0.88,55,-10,0.302442,1.63938,-8.8,0.911474,0.884945,0.0867996,0.159922,0.46699,1.14744
0.89,55,-10,0.311696,1.64864,-8.9,0.939276,0.967591,0.0914681,0.170903,0.466712,1.04869
0.9,55,-10,0.321229,1.65873,-9,0.967356,1.05012,0.0961339,0.180896,0.466455,0.950037
0.91,55,-10,0.331044,1.66964,-9.1,0.995713,1.13254,0.100797,0.189904,0.466218,0.85148
0.92,55,-10,0.341131,1.6813,-9.2,1.0128,1.14201,0.105477,0.198046,0.483317,0.862252
0.93,55,-10,0.351122,1.69137,-9.3,0.993486,0.922863,0.110732,0.208816,0.555471,1.21577
0.94,55,-10,0.361133,1.70058,-9.4,1.01438,0.953378,0.11639,0.221127,0.567745,1.19463
0.95,55,-10,0.371425,1.71053,-9.5,1.04399,1.03565,0.122065,0.232579,0.567382,1.0958
0.96,55,-10,0.382014,1.72129,-9.6,1.07306,1.11308,0.127737,0.243043,0.568262,1.00416
0.97,55,-10,0.392791,1.73223,-9.7,1.08048,1.06419,0.133575,0.253497,0.602051,1.10187
0.98,55,-10,0.403614,1.74252,-9.8,1.08811,1.01674,0.139795,0.265163,0.635961,1.1973
0.99,55,-10,0.414614,1.75291,-9.9,1.11228,1.0619,0.146204,0.276929,0.645488,1.15367
1,55,20,0.425855,1.76373,-10,1.13394,1.09251,0.152712,0.288275,0.659209,1.13178
1.01,55,20,0.437262,1.7746,-9.8,1.14749,1.08142,0.159434,0.299804,0.684817,1.17245
1.02,55,20,0.448808,1.7854,-9.6,1.16261,1.08361,0.1664,0.311671,0.707084,1.19331
1.03,55,20,0.460525,1.79634,-9.4,1.18027,1.1038,0.173556,0.323566,0.724544,1.1873
1.04,55,20,0.472405,1.80745,-9.2,1.19535,1.11526,0.1809,0.335459,0.744888,1.19451
1.05,55,20,0.484423,1.81862,-9,1.20815,1.11975,0.188464,0.3475,0.76765,1.21229
1.06,55,20,0.496569,1.82986,-8.8,1.22116,1.12969,0.196249,0.359679,0.789122,1.22201
1.07,55,20,0.508845,1.84122,-8.6,1.23384,1.14239,0.204244,0.371924,0.810082,1.2277
1.08,55,20,0.521241,1.8527,-8.4,1.24508,1.15237,0.212455,0.384248,0.832211,1.23758
1.09,55,20,0.533743,1.86427,-8.2,1.25532,1.16173,0.220891,0.396682,0.854857,1.2485
1.1,55,20,0.546346,1.87594,-8,1.26504,1.17275,0.229551,0.409211,0.877282,1.25702
1.11,55,20,0.559041,1.88772,-7.8,1.27397,1.18409,0.238437,0.421821,0.899896,1.26514
1.12,55,20,0.571822,1.89962,-7.6,1.28193,1.19489,0.247551,0.434517,0.922978,1.27419
1.13,55,20,0.584677,1.91162,-7.4,1.28909,1.20589,0.256897,0.447305,0.946264,1.28302
1.14,55,20,0.597601,1.92374,-7.2,1.29552,1.21741,0.266477,0.460176,0.969638,1.29116
1.15,55,20,0.610585,1.93597,-7,1.30116,1.22902,0.276291,0.473128,0.993223,1.29923
1.16,55,20,0.623621,1.94832,-6.8,1.30598,1.24066,0.286342,0.486161,1.01703,1.30736
1.17,55,20,0.636702,1.96078,-6.6,1.31004,1.25251,0.296632,0.499275,1.04098,1.31523
1.18,55,20,0.64982,1.97337,-6.4,1.31336,1.26459,0.307162,0.512465,1.06505,1.32284
1.19,55,20,0.662967,1.98607,-6.2,1.31593,1.27678,0.317934,0.525731,1.08926,1.33034
1.2,55,20,0.676136,1.9989,-6,1.31775,1.28911,0.328948,0.539072,1.11358,1.33772
