time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone
0,29.43,00,0,0,0,0,
0.05,29.43,00,0,0,-0.4905,0,
0.1,29.43,0-0.024525,0,0,-0.980599,0,
0.15,29.43,0-0.073555,0,0,-1.4695,0,
0.2,29.43,0-0.14703,0,0,-1.9564,0,
0.25,29.43,0-0.24485,0,0,-2.44052,0,
0.3,29.43,0-0.366876,0,0,-2.92109,0,
0.35,29.43,0-0.51293,0,0,-3.39737,0,
0.4,29.43,0-0.682799,0,0,-3.86863,0,
0.45,29.43,0-0.87623,0,0,-4.33419,0,
0.5,29.43,0-1.09294,0,0,-4.79338,0,
0.55,29.43,0-1.33261,0,0,-5.24559,0,
0.6,29.43,0-1.59489,0,0,-5.69023,0,
0.65,29.43,0-1.8794,0,0,-6.12676,0,
0.7,29.43,0-2.18574,0,0,-6.5547,0,
0.75,29.43,0-2.51347,0,0,-6.97359,0,
0.8,29.43,0-2.86215,0,0,-7.38304,0,
0.85,29.43,0-3.2313,0,0,-7.78269,0,
0.9,29.43,0-3.62044,0,0,-8.17224,0,
0.95,29.43,0-4.02905,0,0,-8.55143,0,
1,29.43,0-4.45662,0,0,-8.92005,0,
1.05,29.43,0-4.90263,0,0,-9.27794,0,
1.1,29.43,0-5.36652,0,0,-9.62498,0,
1.15,29.43,0-5.84777,0,0,-9.96107,0,
1.2,29.43,0-6.34582,0,0,-10.2862,0,
1.25,29.43,0-6.86013,0,0,-10.6004,0,
1.3,29.43,0-7.39015,0,0,-10.9036,0,
1.35,29.43,0-7.93533,0,0,-11.1959,0,
1.4,29.43,0-8.49513,0,0,-11.4775,0,
1.45,29.43,0-9.069,0,0,-11.7485,0,
1.5,29.43,0-9.65643,0,0,-12.0089,0,
1.55,29.43,0-10.2569,0,0,-12.2591,0,
1.6,29.43,0-10.8698,0,0,-12.4991,0,
1.65,29.43,0-11.4948,0,0,-12.7292,0,
1.7,29.43,0-12.1312,0,0,-12.9497,0,
1.75,29.43,0-12.7787,0,0,-13.1607,0,
1.8,29.43,0-13.4368,0,0,-13.3625,0,
1.85,29.43,0-14.1049,0,0,-13.5554,0,
1.9,29.43,0-14.7827,0,0,-13.7397,0,
1.95,29.43,0-15.4696,0,0,-13.9155,0,
2,29.43,0-16.1654,0,0,-14.0833,0,
2.05,29.43,0-16.8696,0,0,-14.2432,0,
2.1,29.43,0-17.5817,0,0,-14.3956,0,
2.15,29.43,0-18.3015,0,0,-14.5407,0,
2.2,29.43,0-19.0286,0,0,-14.6788,0,
2.25,29.43,0-19.7625,0,0,-14.8102,0,
