time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone
4.25,29.43,-1-52.071,-0.0901545,-0.75,-16.405,-0.556338,
4.3,29.43,-1-52.8912,-0.117971,-0.8,-16.3151,-0.672724,
4.35,29.43,-1-53.707,-0.151608,-0.85,-16.2128,-0.803182,
4.4,29.43,-1-54.5176,-0.191767,-0.9,-16.0979,-0.94823,
4.45,29.43,-1-55.3225,-0.239178,-0.95,-15.9702,-1.10835,
4.5,29.43,2-56.121,-0.294595,-1,-15.8294,-1.28396,
4.55,29.43,2-56.9125,-0.358793,-0.9,-15.6754,-1.47545,
4.6,29.43,2-57.6963,-0.432566,-0.8,-15.569,-1.62234,
4.65,29.43,2-58.4747,-0.513683,-0.7,-15.5045,-1.72878,
4.7,29.43,2-59.25,-0.600122,-0.6,-15.4766,-1.79917,
4.75,29.43,2-60.0238,-0.690081,-0.5,-15.4795,-1.83812,
4.8,29.43,2-60.7978,-0.781987,-0.4,-15.5078,-1.85042,
4.85,29.43,2-61.5732,-0.874508,-0.3,-15.5559,-1.84097,
4.9,29.43,2-62.351,-0.966556,-0.2,-15.6184,-1.81481,
4.95,29.43,2-63.1319,-1.0573,-0.1,-15.6898,-1.77703,
5,29.43,2-63.9164,-1.14615,-3.60822e-16,-15.7649,-1.73272,
5.05,29.43,2-64.7046,-1.23278,0.1,-15.8387,-1.68692,
5.1,29.43,2-65.4965,-1.31713,0.2,-15.9063,-1.64458,
5.15,29.43,2-66.2919,-1.39936,0.3,-15.9631,-1.61053,
5.2,29.43,2-67.09,-1.47989,0.4,-16.0048,-1.58937,
5.25,29.43,2-67.8903,-1.55935,0.5,-16.0276,-1.58549,
5.3,29.43,2-68.6916,-1.63863,0.6,-16.0278,-1.60297,
5.35,29.43,2-69.493,-1.71878,0.7,-16.0024,-1.64561,
5.4,29.43,2-70.2931,-1.80106,0.8,-15.9485,-1.71684,
5.45,29.43,2-71.0906,-1.8869,0.9,-15.8638,-1.8197,
5.5,29.43,-1-71.8838,-1.97788,1,-15.7465,-1.95687,
5.55,29.43,-1-72.6711,-2.07573,0.95,-15.5951,-2.1306,
5.6,29.43,-1-73.4508,-2.18226,0.9,-15.4713,-2.2799,
5.65,29.43,-1-74.2244,-2.29625,0.85,-15.373,-2.40607,
5.7,29.43,-1-74.9931,-2.41656,0.8,-15.298,-2.51045,
5.75,29.43,-1-75.758,-2.54208,0.75,-15.2445,-2.59435,
5.8,29.43,-1-76.5202,-2.6718,0.7,-15.2105,-2.6591,
5.85,29.43,-1-77.2807,-2.80475,0.65,-15.1942,-2.70601,
5.9,29.43,-1-78.0404,-2.94005,0.6,-15.1939,-2.73643,
5.95,29.43,-1-78.8001,-3.07687,0.55,-15.2077,-2.75169,
6,29.43,-1-79.5605,-3.21446,0.5,-15.2342,-2.75315,
6.05,29.43,-1-80.3222,-3.35212,0.45,-15.2716,-2.74216,
6.1,29.43,-1-81.0858,-3.48922,0.4,-15.3183,-2.72008,
6.15,29.43,-1-81.8517,-3.62523,0.35,-15.3729,-2.68827,
6.2,29.43,-1-82.6203,-3.75964,0.3,-15.4338,-2.64808,
6.25,29.43,-1-83.392,-3.89205,0.25,-15.4996,-2.60088,
6.3,29.43,-1-84.167,-4.02209,0.2,-15.5689,-2.548,
6.35,29.43,-1-84.9455,-4.14949,0.15,-15.6402,-2.49078,
6.4,29.43,-1-85.7275,-4.27403,0.1,-15.7124,-2.43054,
6.45,29.43,-1-86.5131,-4.39556,0.05,-15.7841,-2.36859,
6.5,33,0-87.3023,-4.51398,-7.63278e-16,-15.8541,-2.30619,
6.55,33,0-88.095,-4.62929,-7.63278e-16,-15.9808,-2.18511,
6.6,33,0-88.894,-4.73855,-7.63278e-16,-16.1012,-2.06687,
